D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,M1,M2,M3,M4,M5,M6,G1,G2,G3,G4,G5,G6,G7,G8,G9,R1,R2,R3,R4,R5,R6,R7,R8,T1,T2
115.4488996,45.2034174,38.35224438,8.474576271,52.54237288,164.0625,27.33366265,56.76060999,0.481560411,53.1429352,1.123903118,2.375333333,10.30789388,0.011150165,8.132992857,0.74128936,21.09082826,0.394865376,0.002615517,0.02890785,0.788883118,0.013786933,1.665705851,702539485.7,396.5065102,25742.28215,68430135.85,130.6228462,758.217378,69642.38512,9.897663161,-10.64112383,0.011721803,114746449.8,64931907.65,1365791.101,210347.0505,14.140625,-0.52521,15911,0.5798,0.028065,206000,33965,6346.1,915.75,0.002707087,-0.025126414
142.5707941,15.62834403,15.93390397,0,20.54794521,54.6875,11.33946012,18.86455028,0.601098884,52.00823088,1.020417362,1728.080278,1377.8851,8.355856225,102.3765539,658.5338301,3219.444757,0.305744825,0.00138191,0.011211174,0.548655142,0.016064095,0.942975928,88100506.87,147.9718376,1047.448385,71557207.34,116.2834483,5114.180876,3025.067551,0.494956646,-9.590270635,0.055743683,139856.024,85223.49827,2271.937692,495.0146913,2.859375,-0.24556,1389.6,0.11109,0.031128,3596.2,2853.1,1664.1,312.69,0.000784527,-0.038677084
153.292004,90.44297452,132.9923721,13.15789474,13.15789474,39.0625,94.67307273,87.01594132,1.087996881,49.98469813,0.561406779,33.74404757,35.41742103,0.195031824,17.66335775,14.19111985,87.58285231,0.261385579,0.003252884,0.043490094,0.666046932,0.033601704,1.466469536,498526763.9,335.6463687,17170.66477,25056208.77,66.39269755,2117.615541,25118.27179,-0.773735197,-93.59452234,0.048189633,13385898.23,4574955.12,90148.41504,1376.447685,12.40625,-0.077274,8878.1,0.1604,0.032155,89466,850.45,4013.1,857.46,0.002330017,-0.113977582
121.5312738,58.65864609,95.06027035,51.61290323,79.03225806,125,67.77004334,48.51749726,1.396816554,49.17155449,0.252714907,1389.000955,1103.864319,7.754983468,75.03880151,495.5897341,2579.346581,0.32824596,0.001273206,0.093268273,0.471771095,0.01591188,0.7642745,3980402.948,26.18857576,350.813125,2967847329,866.8846311,21393.51632,1122.879314,0.245140357,-17.75227582,0.050533993,221501.5406,41409.23163,793.0355195,110.1058708,1.796875,0.46211,59370,0.60188,0.032435,1490000,69431,21959,3207.5,0.000388946,-0.007562279
146.1925026,52.10780323,64.54982892,2.666666667,32,109.375,45.95480177,58.20604843,0.789519354,50.44294002,0.586510557,227.6765205,148.5955685,1.854294087,40.61421517,104.8365977,419.9556321,0.37340081,0.001781178,0.079379384,0.68443954,0.025778452,1.190947879,441048192.3,324.6003035,9493.41526,22883774.1,71.63472685,827.9977068,23355.91571,-5.891242409,-116.6108857,0.109143006,9845088.587,734962.2681,93976.38901,58337.58184,6.7421875,-0.20376,13407,0.20248,0.029939,134000,106000,4573.9,987.77,0.008717712,0.188218818
162.0760805,22.02757923,14.01132924,1.204819277,7.228915663,31.25,9.967957217,29.66786057,0.335985037,50.90322084,1.549320987,19.29508211,48.97091794,0.077682972,23.409105,6.464648785,92.44241578,0.373479787,0.001786059,0.059515772,0.672687165,0.019842316,1.593991429,16402249.84,52.60431463,1504.597135,3864562.048,29.48764337,136.9109092,13361.39319,1.099062148,-51.80643073,0.084136494,1255717.529,2280506.207,55564.45952,3137.896294,8.9296875,-0.23815,13588,0.33465,0.034047,19549,13494,6444.5,879.66,0.001873808,-0.061542738
156.3140179,15.13833364,8.701407796,0,1.25,46.875,6.19214003,20.41777096,0.303272088,49.99859358,1.490522093,13.22040106,35.68505138,0.085631011,53.72663127,4.813468777,103.5178388,0.357163753,0.001680257,0.058569629,0.776458828,0.031345036,1.912140412,353991524.9,298.632513,3004.697594,377776625,302.8137634,6684.894989,2531.1015,0.766889982,-21.6964847,0.039854129,308675.8186,148826.4357,3164.758483,1226.921631,2.8515625,0.2579,94616,0.42279,0.033381,5160000,86261,18383,3088.1,0.001440642,0.070576601
145.349037,59.36698148,57.78552163,27.02702703,60.81081081,85.9375,41.12635364,72.52569822,0.567059051,48.23966082,0.898544717,62.10297375,61.70113953,0.283030784,7.797159045,21.31997613,132.2877921,0.302104667,0.002182122,0.052068362,0.612497704,0.036642064,1.006963418,8418306.983,40.21181764,575.4270166,2543824.347,21.38782347,205.0686674,17796.42389,4.285399084,-50.92429563,0.033342016,12495082.49,5873752.086,130507.136,38980.44241,8.578125,-1.2621,28267,0.73579,0.031555,438000,15293,9655.2,1293.5,0.002949439,-0.087971219
111.120592,321.9347445,480.1853839,68.62745098,68.62745098,0,342.989106,302.7470218,1.132923138,49.8453232,0.628977279,340.6921144,233.2345123,1.836302197,37.4961323,141.0815464,614.4974174,0.400323193,0.000937646,0.140627644,0.737094632,0.029437514,1.016450265,16818207.23,47.72557888,2102.558129,2047754.413,18.48538162,191.6099431,3109.73917,0.763734175,-19.04818222,0.047408179,553160.8011,231793.7399,4840.800672,1196.010691,2.9140625,-0.36961,5698.7,0.13522,0.040774,14561,2697.8,3185.9,584.77,0.001059807,-0.039872257
135.9149985,15.32325421,11.67147772,0,4.285714286,78.125,8.281696729,18.6646723,0.443709731,55.77360383,1.0223301,80.42260821,83.56014985,0.696967556,19.58976982,34.74746899,185.1458621,0.25283752,0.002846971,0.016919125,0.625964698,0.015035857,1.189887947,23610395.1,62.08474055,2294.62294,50383702.46,96.03805497,3898.463072,9828.130191,2.120454923,-7.78102352,0.003646783,2492613.424,1232295.018,30707.05772,9655.412742,6.203125,-0.12848,1875.2,0.57736,0.03263,66372,3190.2,3042.6,431.31,0.000202533,-0.013002934
